customer_id,age,job,marital,education,credit_default,customer_segment,region,income,created_at,credit_card,personal_loan,mortgage,savings_account,investment_product,auto_loan,wealth_management
215,40,services,married,secondary,no,Budget-Conscious,Rural,2754,2022-08-30 21:14:34.861940,no,no,no,yes,no,yes,no
216,39,technician,married,tertiary,no,Middle-Market,Suburban,2833,2021-10-20 18:03:23.620785,yes,no,yes,yes,yes,yes,no
217,39,entrepreneur,single,secondary,no,High-Value,Urban,4011,2021-10-18 21:30:03.903054,yes,no,no,yes,yes,yes,yes
218,21,services,married,tertiary,no,Budget-Conscious,Suburban,2062,2023-06-02 18:48:09.026003,yes,yes,no,yes,no,yes,no
219,40,services,single,primary,no,High-Value,Urban,2099,2020-04-12 03:11:45.180918,yes,yes,no,yes,yes,yes,no
220,95,management,divorced,tertiary,no,Retired,Suburban,8831,2021-07-25 11:42:43.183641,yes,yes,no,yes,yes,yes,yes
221,40,services,married,tertiary,no,Middle-Market,Urban,2870,2020-03-09 05:45:26.470864,yes,no,no,yes,no,no,yes
222,69,retired,married,primary,no,Retired,Urban,2061,2020-10-27 02:15:58.326737,yes,no,yes,yes,yes,no,no
223,49,admin,single,tertiary,no,Budget-Conscious,Rural,3339,2022-04-26 20:31:13.072410,yes,yes,no,no,no,yes,yes
224,53,blue-collar,married,primary,no,Middle-Market,Urban,1665,2020-12-11 01:39:09.608883,no,yes,no,yes,no,yes,yes
225,63,technician,divorced,tertiary,no,Retired,Rural,2916,2020-04-30 03:49:53.521007,yes,no,no,yes,no,yes,no
226,51,technician,married,tertiary,no,Budget-Conscious,Urban,2910,2023-05-25 02:41:15.193885,yes,yes,yes,yes,no,yes,yes
227,20,student,single,secondary,no,Young Professionals,Rural,1363,2020-09-16 04:54:33.359459,yes,no,yes,yes,no,no,no
228,18,blue-collar,single,primary,no,Young Professionals,Urban,2453,2020-08-01 10:13:41.869755,yes,yes,yes,yes,no,yes,no
229,42,management,married,secondary,no,Budget-Conscious,Rural,6285,2021-03-29 19:29:34.173367,yes,yes,yes,yes,yes,yes,yes
230,38,services,married,primary,no,Middle-Market,Urban,1582,2020-03-07 11:00:07.385080,yes,no,yes,yes,no,yes,no
231,36,self-employed,married,tertiary,no,Middle-Market,Suburban,3903,2021-01-30 19:27:37.730733,yes,yes,yes,yes,no,yes,no
232,72,blue-collar,divorced,secondary,no,Budget-Conscious,Urban,3473,2020-06-02 15:08:43.143085,no,no,no,yes,yes,yes,no
233,84,retired,divorced,tertiary,no,Retired,Urban,2753,2021-03-22 07:11:20.259188,no,no,yes,yes,no,no,no
234,74,blue-collar,married,secondary,no,Retired,Urban,1088,2020-12-09 01:00:55.901877,no,no,no,yes,yes,yes,no
235,52,technician,married,secondary,no,Budget-Conscious,Rural,4242,2021-02-14 20:19:10.951594,yes,yes,yes,yes,no,no,no
236,47,services,married,tertiary,no,Middle-Market,Rural,1588,2020-07-28 02:38:57.631347,yes,yes,yes,yes,no,no,yes
237,44,technician,divorced,tertiary,no,Budget-Conscious,Urban,3234,2021-04-12 00:54:48.209123,yes,no,no,no,yes,yes,no
238,46,admin,married,primary,no,High-Value,Urban,3575,2020-05-12 05:22:55.023077,yes,no,yes,yes,no,yes,yes
239,60,services,married,primary,no,Middle-Market,Suburban,2798,2022-03-15 09:13:46.005550,yes,no,yes,yes,no,yes,no
240,40,technician,single,secondary,no,Middle-Market,Rural,4100,2022-02-23 06:23:55.410037,yes,yes,yes,yes,no,no,yes
241,29,unemployed,single,primary,no,Budget-Conscious,Urban,535,2021-06-13 21:05:00.192520,yes,yes,no,yes,yes,yes,no
242,23,student,single,tertiary,no,Young Professionals,Urban,44,2020-05-17 22:08:10.445522,yes,no,yes,yes,no,no,no
243,30,unemployed,married,tertiary,no,Budget-Conscious,Urban,318,2022-07-02 12:05:48.175443,yes,yes,no,yes,no,yes,no
244,31,blue-collar,married,secondary,yes,Middle-Market,Suburban,3226,2023-09-29 03:43:47.144217,yes,yes,yes,yes,no,yes,yes
245,36,admin,married,tertiary,yes,High-Value,Urban,3220,2024-09-09 23:03:54.611312,yes,no,no,no,yes,yes,no
246,34,unemployed,married,secondary,no,High-Value,Suburban,924,2020-10-08 21:44:15.460755,yes,yes,no,yes,no,no,yes
247,38,blue-collar,single,tertiary,no,Budget-Conscious,Urban,1065,2020-11-22 01:52:38.522168,yes,yes,no,yes,no,yes,no
248,23,student,single,tertiary,no,Young Professionals,Rural,103,2020-03-09 10:30:42.713675,no,yes,no,yes,no,no,no
249,18,student,single,tertiary,no,Budget-Conscious,Urban,256,2022-09-23 22:04:36.449310,yes,yes,no,yes,yes,no,no
250,29,management,single,primary,no,Budget-Conscious,Suburban,6123,2024-04-13 21:32:07.039751,yes,yes,no,yes,no,yes,no
251,56,technician,divorced,secondary,no,Budget-Conscious,Urban,4073,2023-02-16 11:45:56.883975,no,no,yes,yes,yes,yes,no
252,47,blue-collar,married,primary,no,Budget-Conscious,Urban,2683,2022-09-21 22:05:41.261101,yes,yes,no,yes,no,yes,no
253,58,management,married,primary,no,Middle-Market,Rural,6350,2021-07-16 09:06:16.323026,yes,no,yes,yes,no,yes,no
254,51,entrepreneur,single,secondary,no,Budget-Conscious,Urban,5226,2025-03-10 15:49:04.884977,no,yes,no,yes,no,yes,no
255,42,technician,married,secondary,no,Middle-Market,Suburban,2606,2023-07-09 10:25:32.585662,yes,no,yes,yes,no,yes,no
256,76,retired,married,secondary,no,Retired,Urban,2647,2024-02-14 22:04:27.633148,yes,yes,yes,yes,no,no,yes
257,25,unemployed,single,tertiary,no,Budget-Conscious,Rural,88,2021-01-15 07:40:13.963986,yes,yes,no,no,no,no,no
258,48,services,married,secondary,no,Middle-Market,Urban,3331,2020-03-07 08:04:28.021947,yes,no,no,yes,yes,no,yes
259,79,retired,married,secondary,no,Retired,Urban,2471,2020-06-22 02:34:12.735048,no,no,no,yes,no,no,no
260,43,admin,married,secondary,no,High-Value,Suburban,4685,2020-09-18 10:16:13.981049,yes,yes,yes,yes,yes,yes,no
261,48,services,married,primary,no,Budget-Conscious,Suburban,2362,2021-02-04 20:58:22.017299,yes,yes,yes,yes,no,yes,no
262,21,student,single,tertiary,no,Young Professionals,Urban,1042,2023-05-28 02:23:34.825540,no,no,no,yes,yes,no,no
263,33,admin,married,secondary,no,Middle-Market,Suburban,4051,2024-09-26 17:55:29.508102,yes,no,yes,yes,no,no,no
264,60,blue-collar,married,secondary,no,Budget-Conscious,Urban,2751,2021-06-18 07:15:32.787913,yes,yes,yes,yes,yes,yes,no
265,62,management,divorced,secondary,no,Budget-Conscious,Suburban,8810,2023-07-29 16:33:54.592989,yes,yes,yes,yes,no,no,no
266,57,services,single,secondary,no,Budget-Conscious,Urban,3125,2020-03-14 15:25:55.797365,no,no,no,yes,no,yes,no
267,64,services,married,secondary,no,Budget-Conscious,Urban,2668,2022-02-03 03:04:21.241113,yes,no,no,no,yes,yes,no
268,62,services,married,tertiary,no,Retired,Suburban,2844,2020-04-23 01:31:03.643864,yes,yes,yes,yes,no,yes,yes
269,49,blue-collar,married,tertiary,no,Budget-Conscious,Suburban,2806,2024-08-02 06:42:36.274077,no,yes,no,yes,yes,yes,no
270,43,technician,divorced,secondary,no,Middle-Market,Rural,2577,2020-04-24 14:39:54.117565,yes,yes,yes,yes,yes,yes,no
271,73,management,married,primary,no,Budget-Conscious,Urban,7019,2020-05-27 04:58:44.463148,no,no,yes,yes,no,yes,yes
272,56,management,married,secondary,no,Budget-Conscious,Suburban,9729,2020-09-05 03:42:07.638544,yes,no,no,yes,no,yes,yes
273,46,management,married,tertiary,no,High-Value,Urban,8305,2022-04-09 02:44:50.273991,yes,no,yes,yes,yes,yes,yes
274,25,unemployed,single,primary,no,Young Professionals,Urban,972,2020-11-15 21:24:44.951011,yes,yes,no,yes,no,yes,yes
275,53,blue-collar,married,primary,no,Budget-Conscious,Urban,3259,2020-08-01 18:25:44.089513,yes,no,yes,yes,no,yes,no
276,52,blue-collar,married,primary,no,Middle-Market,Urban,2006,2020-09-13 22:08:20.984408,yes,no,yes,yes,no,yes,no
277,53,self-employed,married,tertiary,no,Budget-Conscious,Urban,3089,2022-09-24 05:38:10.000342,no,no,no,yes,yes,yes,no
278,45,services,married,primary,no,Middle-Market,Urban,1412,2023-01-28 13:23:52.019393,yes,yes,yes,yes,yes,no,no
279,47,services,single,secondary,yes,Budget-Conscious,Suburban,1390,2024-10-03 23:30:05.204792,yes,no,yes,yes,no,yes,no
280,50,self-employed,married,secondary,no,Middle-Market,Rural,4249,2020-12-19 13:39:09.668383,yes,yes,yes,yes,no,yes,no
281,54,management,single,tertiary,no,Middle-Market,Suburban,8139,2020-03-06 15:05:40.904600,yes,yes,yes,yes,yes,yes,yes
282,37,entrepreneur,married,secondary,no,Middle-Market,Urban,4419,2020-10-28 16:52:08.694296,yes,no,no,yes,no,yes,yes
283,57,blue-collar,married,secondary,no,Middle-Market,Suburban,1518,2020-03-05 15:52:31.958503,yes,yes,no,yes,no,yes,no
284,55,admin,married,primary,no,Middle-Market,Urban,4325,2022-10-02 07:23:58.817973,yes,yes,yes,yes,no,yes,no
285,80,retired,married,primary,no,Retired,Suburban,2014,2022-03-19 01:19:39.211624,yes,yes,no,yes,no,yes,no
286,34,admin,married,tertiary,no,High-Value,Urban,3459,2020-10-15 11:30:39.031106,yes,yes,yes,yes,yes,no,yes
287,32,blue-collar,married,tertiary,no,Middle-Market,Urban,1438,2021-04-15 12:41:27.775950,yes,no,yes,yes,no,yes,no
288,39,blue-collar,married,secondary,no,Middle-Market,Suburban,1119,2022-12-27 16:14:46.405069,yes,yes,no,yes,no,no,yes
289,44,technician,married,primary,no,Middle-Market,Urban,4310,2020-06-10 04:37:43.534312,yes,yes,yes,yes,no,yes,no
290,65,retired,married,tertiary,no,Retired,Urban,2538,2023-06-13 11:06:10.054133,no,yes,yes,yes,no,no,no
291,36,admin,married,tertiary,no,Middle-Market,Urban,4585,2022-06-02 06:43:18.429113,yes,yes,no,yes,yes,yes,no
292,33,admin,married,secondary,no,Middle-Market,Rural,3499,2020-08-11 19:25:48.618686,yes,yes,no,yes,no,yes,no
293,48,management,single,tertiary,no,Middle-Market,Suburban,7642,2021-12-27 03:43:33.682956,yes,yes,no,yes,no,yes,yes
294,44,blue-collar,single,primary,no,Middle-Market,Rural,3063,2023-12-23 08:03:16.920573,yes,no,no,no,no,no,yes
295,58,admin,single,secondary,no,Middle-Market,Suburban,3965,2020-06-15 23:54:23.243053,yes,no,no,yes,no,yes,no
296,34,blue-collar,married,primary,no,High-Value,Urban,2663,2021-07-17 04:03:27.920582,yes,yes,no,yes,no,no,no
297,60,self-employed,married,tertiary,no,Budget-Conscious,Urban,3134,2023-06-17 18:41:19.488120,yes,yes,no,yes,no,yes,no
298,55,technician,married,secondary,no,Middle-Market,Suburban,3658,2020-04-03 02:11:52.652489,yes,yes,yes,yes,no,no,yes
299,48,services,married,tertiary,no,Budget-Conscious,Suburban,2830,2021-02-15 07:24:47.733846,yes,yes,no,yes,no,yes,no
300,31,admin,married,secondary,no,Budget-Conscious,Suburban,3812,2020-07-16 20:19:03.800707,yes,yes,yes,yes,no,yes,no
301,32,admin,married,secondary,no,Budget-Conscious,Suburban,4657,2020-03-05 23:22:22.412096,yes,yes,no,no,yes,yes,no
302,70,blue-collar,married,primary,no,Retired,Urban,3025,2022-03-02 14:50:15.605076,yes,yes,no,yes,no,yes,no
303,43,blue-collar,married,primary,no,Budget-Conscious,Urban,3585,2020-10-25 23:31:59.137625,yes,yes,no,yes,yes,yes,no
304,47,services,married,primary,no,Middle-Market,Urban,3091,2023-06-13 01:03:04.340236,yes,yes,yes,yes,no,yes,no
305,26,services,single,secondary,no,Young Professionals,Urban,2609,2021-01-20 10:05:20.694886,yes,yes,no,no,no,yes,no
306,18,student,single,tertiary,no,Young Professionals,Urban,756,2020-09-28 17:59:23.592052,yes,yes,no,yes,no,yes,no
307,51,blue-collar,married,secondary,no,Budget-Conscious,Urban,1791,2020-04-07 08:48:01.422022,yes,yes,yes,yes,no,yes,no
308,18,entrepreneur,divorced,secondary,no,Budget-Conscious,Suburban,5567,2020-09-12 08:24:48.951031,no,yes,yes,yes,no,yes,no
309,52,self-employed,married,tertiary,no,Middle-Market,Urban,5167,2020-04-15 00:18:04.211282,yes,no,yes,yes,yes,yes,no
310,35,technician,married,tertiary,no,Budget-Conscious,Urban,3616,2020-04-10 08:30:52.468357,yes,yes,yes,no,no,no,no
311,67,blue-collar,divorced,secondary,no,Retired,Suburban,1669,2022-08-18 04:55:05.743652,no,yes,yes,yes,yes,no,no
312,41,admin,married,tertiary,no,High-Value,Urban,4613,2024-02-25 19:53:57.123872,yes,no,yes,no,yes,yes,no
313,38,admin,divorced,secondary,no,Middle-Market,Urban,3683,2024-04-30 06:52:59.470085,no,yes,no,yes,no,yes,no
314,19,student,married,tertiary,no,Budget-Conscious,Urban,442,2020-03-09 14:35:59.773365,no,yes,no,yes,no,no,no
315,61,management,married,secondary,no,Retired,Suburban,8907,2024-01-27 05:19:30.657156,yes,yes,yes,yes,no,yes,no
316,58,services,divorced,secondary,no,Middle-Market,Suburban,1540,2022-12-03 22:07:56.273382,yes,no,yes,yes,yes,yes,no
317,61,blue-collar,divorced,primary,no,Retired,Suburban,3815,2020-04-23 21:50:21.969146,yes,yes,no,yes,no,yes,no
318,33,technician,married,secondary,no,Budget-Conscious,Suburban,4056,2023-05-16 08:48:27.376417,yes,yes,no,yes,no,yes,no
319,40,technician,married,tertiary,no,High-Value,Urban,4334,2020-03-22 19:09:16.372171,yes,no,yes,yes,no,yes,yes
320,41,technician,single,secondary,no,Middle-Market,Urban,4462,2024-09-07 15:20:36.740237,yes,yes,yes,yes,no,yes,no
321,41,blue-collar,divorced,primary,no,Middle-Market,Urban,3706,2023-08-28 18:58:17.083093,yes,yes,no,yes,no,yes,no
322,30,services,married,secondary,no,Budget-Conscious,Suburban,3137,2020-09-11 17:58:04.364249,yes,yes,no,yes,no,yes,no
323,35,services,married,primary,no,Budget-Conscious,Suburban,1275,2022-12-30 04:57:07.825753,yes,yes,yes,yes,no,yes,no
324,44,technician,divorced,secondary,no,Middle-Market,Urban,2884,2021-11-06 21:04:00.593968,no,yes,yes,yes,yes,yes,yes
325,23,student,single,secondary,no,Budget-Conscious,Urban,1104,2020-10-19 07:03:26.946316,no,yes,no,no,no,no,no
326,31,services,married,secondary,no,High-Value,Urban,2491,2021-12-16 23:24:00.329201,yes,yes,yes,yes,yes,yes,no
327,87,retired,married,secondary,no,Budget-Conscious,Rural,2656,2021-06-14 20:32:30.257702,no,yes,no,no,no,no,no
328,37,services,married,secondary,no,Budget-Conscious,Rural,3349,2021-12-24 05:20:58.019837,yes,yes,yes,yes,yes,yes,no
329,50,blue-collar,married,secondary,no,High-Value,Urban,3662,2020-04-05 11:31:28.441240,yes,yes,no,yes,no,yes,no
330,51,technician,married,primary,no,Middle-Market,Urban,3986,2021-12-10 14:51:24.940452,yes,yes,yes,yes,no,yes,no
331,57,blue-collar,married,secondary,no,High-Value,Suburban,3114,2020-03-10 06:03:31.729180,yes,no,no,yes,yes,no,no
332,76,self-employed,divorced,tertiary,no,Budget-Conscious,Urban,3182,2020-03-07 09:51:29.243484,yes,no,yes,yes,no,no,yes
333,45,admin,married,secondary,no,Budget-Conscious,Urban,4604,2020-09-25 08:16:46.057371,yes,no,yes,yes,no,yes,yes
334,39,admin,married,tertiary,no,Budget-Conscious,Urban,3805,2020-04-22 12:57:16.274521,yes,no,no,yes,no,yes,yes
335,49,admin,single,secondary,no,Budget-Conscious,Urban,4947,2020-07-07 15:43:18.602937,yes,yes,no,yes,no,no,no
336,58,admin,married,tertiary,no,Budget-Conscious,Suburban,3118,2020-04-01 04:04:08.136479,yes,yes,no,yes,no,yes,no
337,42,management,married,secondary,no,Middle-Market,Suburban,9456,2020-09-17 20:48:01.253726,yes,no,yes,yes,yes,yes,no
338,33,services,married,tertiary,no,High-Value,Urban,3249,2022-12-29 00:03:30.725737,yes,yes,no,yes,yes,no,yes
339,70,blue-collar,divorced,secondary,no,Retired,Urban,3784,2023-02-26 03:19:34.946061,yes,yes,no,no,yes,yes,yes
340,43,admin,single,secondary,no,High-Value,Urban,4889,2020-09-25 01:20:17.804467,no,no,no,no,no,yes,no
341,32,blue-collar,divorced,primary,no,Middle-Market,Urban,3173,2020-03-11 09:49:15.988574,yes,no,no,yes,no,no,no
342,51,blue-collar,divorced,tertiary,yes,High-Value,Urban,2068,2024-01-18 04:27:05.844886,yes,yes,no,yes,no,no,no
343,43,technician,married,tertiary,no,Middle-Market,Urban,3719,2020-12-27 16:32:32.647871,yes,yes,no,no,yes,yes,no
344,40,blue-collar,married,primary,no,Budget-Conscious,Suburban,2827,2020-10-15 10:16:18.280401,yes,yes,yes,no,no,yes,no
345,22,blue-collar,single,primary,no,Young Professionals,Suburban,1242,2021-08-25 22:08:50.287568,yes,no,yes,yes,no,yes,no
346,42,services,married,tertiary,no,Middle-Market,Urban,1541,2021-03-06 03:04:08.864634,yes,yes,yes,yes,no,no,no
347,34,services,married,tertiary,no,Middle-Market,Urban,3384,2021-01-01 13:59:49.539501,yes,yes,yes,yes,yes,yes,no
348,54,admin,married,tertiary,no,Middle-Market,Urban,3333,2020-03-18 20:28:59.396692,yes,no,yes,yes,no,yes,yes
349,49,blue-collar,married,tertiary,no,Budget-Conscious,Urban,1041,2020-04-01 13:30:30.057417,yes,no,no,yes,no,yes,no
350,56,services,married,secondary,no,Budget-Conscious,Urban,2270,2023-09-01 12:19:45.614688,no,yes,yes,yes,yes,yes,no
351,32,blue-collar,single,secondary,no,Budget-Conscious,Suburban,3162,2024-07-25 14:25:12.737993,yes,no,yes,yes,no,yes,no
352,38,management,married,primary,no,Middle-Market,Rural,8302,2020-04-22 00:42:30.312231,yes,yes,yes,yes,yes,no,no
353,20,services,single,secondary,no,Young Professionals,Urban,2517,2025-01-03 03:26:33.335689,no,no,no,yes,no,yes,no
354,34,technician,married,secondary,no,Middle-Market,Urban,2786,2020-07-15 18:01:13.578423,yes,no,no,yes,no,yes,no
355,32,admin,married,secondary,no,Middle-Market,Urban,3711,2021-04-06 19:18:11.435697,yes,no,yes,no,no,yes,no
356,52,services,single,secondary,no,High-Value,Urban,1276,2021-02-04 10:08:53.024780,yes,yes,no,yes,yes,yes,no
357,43,admin,married,tertiary,no,Middle-Market,Rural,3079,2020-03-07 13:55:43.198482,yes,no,yes,yes,no,yes,no
358,79,retired,divorced,secondary,yes,Budget-Conscious,Urban,2082,2020-04-16 04:53:21.610586,no,yes,yes,yes,no,yes,no
359,39,unemployed,single,primary,no,High-Value,Urban,488,2022-03-13 01:18:29.100886,yes,yes,no,yes,yes,no,yes
360,86,retired,divorced,secondary,no,Retired,Urban,-987,2023-07-30 14:24:42.015129,yes,yes,yes,yes,yes,no,no
361,97,blue-collar,single,secondary,no,Retired,Suburban,1481,2020-11-24 01:32:52.159653,no,yes,yes,no,yes,yes,no
362,28,services,married,primary,no,Young Professionals,Urban,2077,2020-07-18 10:21:29.135993,yes,no,no,yes,no,no,no
363,50,blue-collar,married,primary,no,Budget-Conscious,Suburban,3241,2024-04-01 06:05:13.435936,yes,yes,no,yes,yes,yes,yes
364,50,blue-collar,married,primary,no,Middle-Market,Rural,2979,2024-07-26 04:38:04.451170,yes,yes,yes,yes,no,yes,no
365,60,unemployed,divorced,secondary,no,Budget-Conscious,Urban,938,2020-04-23 02:37:58.205749,yes,yes,no,yes,no,no,no
366,49,blue-collar,married,secondary,no,Middle-Market,Suburban,2988,2020-07-28 09:11:14.803365,no,yes,no,yes,yes,yes,no
367,19,student,single,tertiary,no,Budget-Conscious,Urban,355,2020-12-27 18:33:06.782369,no,yes,no,yes,yes,yes,no
368,59,unemployed,single,secondary,no,High-Value,Rural,788,2021-01-05 19:11:40.586422,yes,no,no,yes,no,yes,yes
369,46,technician,married,tertiary,no,High-Value,Urban,2886,2020-03-10 20:23:17.371885,yes,yes,yes,yes,yes,no,no
370,43,admin,married,secondary,no,Middle-Market,Urban,4033,2021-05-03 11:01:01.876525,yes,no,yes,yes,no,no,no
371,59,admin,married,tertiary,no,Middle-Market,Suburban,4963,2021-10-25 08:03:35.053459,yes,no,yes,yes,no,yes,no
372,38,admin,married,tertiary,no,High-Value,Suburban,3527,2021-07-21 08:32:15.170902,yes,yes,yes,yes,yes,no,no
373,50,admin,married,secondary,no,Budget-Conscious,Urban,4785,2023-06-06 19:11:47.629493,yes,yes,yes,yes,no,yes,no
374,41,services,married,primary,no,Middle-Market,Suburban,2129,2022-05-19 19:44:36.879480,yes,yes,yes,yes,no,yes,no
375,28,admin,single,tertiary,no,Budget-Conscious,Suburban,3657,2022-07-09 15:58:24.257385,yes,yes,no,yes,no,yes,no
376,38,entrepreneur,single,tertiary,no,Middle-Market,Suburban,5108,2020-09-19 02:03:18.556653,yes,no,yes,yes,no,no,no
377,36,management,divorced,tertiary,no,Budget-Conscious,Rural,6075,2020-04-20 07:35:38.102758,no,yes,no,yes,yes,yes,no
378,57,admin,married,secondary,no,Budget-Conscious,Urban,4869,2020-12-07 13:40:08.474557,yes,no,yes,yes,no,yes,no
379,26,management,single,tertiary,no,Budget-Conscious,Suburban,9894,2021-06-17 18:15:07.303328,yes,yes,no,yes,yes,no,yes
380,56,technician,married,tertiary,no,Middle-Market,Urban,3560,2020-09-14 04:17:52.601104,yes,yes,no,yes,no,yes,no
381,51,admin,married,secondary,no,Middle-Market,Urban,3779,2020-05-19 23:33:21.978491,no,no,yes,yes,yes,yes,no
382,35,services,married,tertiary,no,Middle-Market,Urban,1612,2021-05-24 00:26:54.289105,no,no,yes,yes,no,no,no
383,51,services,divorced,primary,no,Middle-Market,Urban,1962,2020-05-12 02:52:54.913144,yes,no,yes,yes,no,yes,no
384,37,management,single,secondary,no,Middle-Market,Suburban,9521,2020-06-17 17:00:34.329484,yes,yes,yes,yes,no,yes,no
385,54,services,married,primary,no,Middle-Market,Suburban,1397,2025-01-10 19:57:03.938580,yes,yes,yes,yes,yes,yes,no
386,42,management,married,tertiary,no,Middle-Market,Suburban,8920,2020-09-17 00:24:55.043653,yes,no,yes,yes,yes,yes,no
387,55,technician,married,secondary,no,Middle-Market,Suburban,3586,2020-06-07 17:12:08.546695,yes,yes,no,yes,yes,yes,no
388,27,technician,single,secondary,no,Budget-Conscious,Urban,3952,2020-03-15 11:39:15.238149,yes,no,no,yes,no,no,no
389,50,self-employed,married,tertiary,no,Budget-Conscious,Urban,4275,2022-09-11 03:20:21.074421,yes,yes,no,yes,no,yes,yes
